primary_key,state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,grades_pk_g,grades_kg_g,grades_4_g,grades_8_g,grades_12_g,grades_1_8_g,grades_9_12_g,grades_all_g,avg_math_4_score,avg_math_8_score,avg_reading_4_score,avg_reading_8_score,region,lat,long,change,start,end,math_stats_g4,math_category_grade4,reading_stats_g4,reading_category_grade4,math_stats_g8,math_category_grade8,reading_stats_g8,reading_category_grade8
2009_NEVADA,nevada,2009,430985.0,4442101.0,425133.0,2272415.0,1744553.0,4577881.0,2145779.0,1364083.0,142194.0,633545.0,3953.0,32038.0,33664.0,33291.0,25935.0,269058.0,123420.0,428947.0,235.0,274.0,211.0,254.0,West,39.163914,-119.766121,138824.0,292161.0,430985.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Below Average,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Below Average,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_NEW_HAMPSHIRE,new_hampshire,2009,197024.0,2816162.0,146867.0,1002239.0,1667056.0,2757401.0,1546316.0,822081.0,74820.0,112359.0,2987.0,11969.0,14560.0,15517.0,15588.0,117812.0,64372.0,197140.0,251.0,292.0,229.0,271.0,Northeast,43.206898,-71.537994,-233961.0,430985.0,197024.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_NEW_JERSEY,new_jersey,2009,1354912.0,26510413.0,1014556.0,10401527.0,15094330.0,26145334.0,13800343.0,8687138.0,952796.0,1499241.0,33937.0,95251.0,99911.0,100749.0,98733.0,802749.0,412848.0,1396029.0,247.0,293.0,229.0,273.0,Northeast,40.220596,-74.769913,1157888.0,197024.0,1354912.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_NEW_MEXICO,new_mexico,2009,328737.0,3703477.0,519973.0,2615320.0,568184.0,3945515.0,1807514.0,1167618.0,132017.0,784529.0,7406.0,26266.0,25358.0,24126.0,20150.0,201671.0,99076.0,334419.0,230.0,270.0,208.0,254.0,West,35.68224,-105.939728,-1026175.0,1354912.0,328737.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Below Average,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Below Average,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_NEW_YORK,new_york,2009,2696688.0,55885116.0,3197833.0,25768345.0,26918938.0,57851481.0,35195372.0,14079990.0,1415237.0,5463718.0,51251.0,190741.0,193473.0,198690.0,188377.0,1550122.0,858087.0,2766052.0,241.0,283.0,224.0,264.0,Northeast,42.652843,-73.757874,2367951.0,328737.0,2696688.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_NORTH_CAROLINA,north_carolina,2009,1452064.0,15410564.0,1377661.0,8229140.0,5803763.0,14868070.0,7943541.0,3848021.0,751609.0,1647148.0,26688.0,104954.0,116876.0,109864.0,88983.0,921621.0,429596.0,1483397.0,244.0,284.0,219.0,260.0,South,35.78043,-78.639099,-1244624.0,2696688.0,1452064.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_NORTH_DAKOTA,north_dakota,2009,94653.0,1150142.0,160294.0,407374.0,582474.0,1137260.0,579830.0,310316.0,78735.0,95977.0,1285.0,7472.0,6547.0,7308.0,7637.0,55819.0,30497.0,95073.0,245.0,293.0,226.0,269.0,Midwest,46.82085,-100.783318,-1357411.0,1452064.0,94653.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_OHIO,ohio,2009,1729072.0,22779344.0,1531263.0,10226228.0,11021853.0,22427481.0,10734314.0,7347959.0,929409.0,2552105.0,29329.0,131114.0,133751.0,134169.0,118872.0,1064903.0,538951.0,1764297.0,244.0,286.0,225.0,269.0,Midwest,39.961346,-82.999069,1634419.0,94653.0,1729072.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_OKLAHOMA,oklahoma,2009,644549.0,6029807.0,768972.0,3014993.0,2245842.0,5941799.0,2836912.0,1895590.0,577867.0,568720.0,39784.0,51037.0,48457.0,45268.0,40046.0,384931.0,177366.0,654802.0,237.0,276.0,217.0,259.0,South,35.492207,-97.503342,-1084523.0,1729072.0,644549.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Below Average,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Below Average,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_OREGON,oregon,2009,560726.0,6158756.0,656298.0,3117315.0,2385143.0,6715011.0,3291310.0,2121378.0,214699.0,803096.0,21143.0,40563.0,43059.0,43261.0,46088.0,342745.0,178388.0,582839.0,238.0,285.0,218.0,265.0,West,44.938461,-123.030403,-83823.0,644549.0,560726.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Below Average,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_PENNSYLVANIA,pennsylvania,2009,1687145.0,26755585.0,1811141.0,9858461.0,15085983.0,27328680.0,12803821.0,7637090.0,1155635.0,2411908.0,15239.0,128947.0,132213.0,137072.0,140845.0,1055000.0,584316.0,1785993.0,244.0,288.0,224.0,271.0,Northeast,40.264378,-76.883598,1126419.0,560726.0,1687145.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_RHODE_ISLAND,rhode_island,2009,141521.0,2179714.0,206225.0,765069.0,1208420.0,2171376.0,1224158.0,773039.0,90493.0,24161.0,2109.0,10254.0,10188.0,11275.0,10697.0,85821.0,46934.0,145118.0,239.0,278.0,223.0,260.0,Northeast,41.830914,-71.414963,-1545624.0,1687145.0,141521.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Below Average,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Below Average,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_SOUTH_CAROLINA,south_carolina,2009,714290.0,7669733.0,734602.0,3654658.0,3280473.0,8427391.0,3854229.0,2463391.0,398422.0,1318784.0,24425.0,53615.0,55671.0,52711.0,44364.0,434084.0,211019.0,723143.0,236.0,280.0,216.0,257.0,South,34.000343,-81.033211,572769.0,141521.0,714290.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Below Average,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Below Average,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_SOUTH_DAKOTA,south_dakota,2009,126624.0,1258876.0,201889.0,412798.0,644189.0,1273527.0,645912.0,379946.0,56772.0,154459.0,1367.0,10560.0,9245.0,9251.0,8741.0,73818.0,37968.0,123713.0,242.0,291.0,222.0,270.0,Midwest,44.367031,-100.346405,-587666.0,714290.0,126624.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_TENNESSEE,tennessee,2009,971484.0,8112895.0,870374.0,3800870.0,3441651.0,8611178.0,4809809.0,2480290.0,461464.0,652210.0,16506.0,76745.0,75052.0,71050.0,66366.0,593417.0,285881.0,972549.0,232.0,275.0,217.0,261.0,South,36.16581,-86.784241,844860.0,126624.0,971484.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Below Average,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Below Average,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_TEXAS,texas,2009,4647205.0,48087531.0,4913841.0,19708771.0,23464919.0,53575273.0,23895853.0,13799383.0,2289408.0,9297597.0,239030.0,369433.0,368175.0,346524.0,291130.0,2911885.0,1329862.0,4850210.0,240.0,287.0,219.0,260.0,South,30.27467,-97.740349,3675721.0,971484.0,4647205.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_UTAH,utah,2009,532433.0,4238943.0,535223.0,2224007.0,1479713.0,4419750.0,2169434.0,1008636.0,310325.0,821593.0,8225.0,47684.0,45610.0,40997.0,38995.0,357434.0,158243.0,571586.0,240.0,284.0,219.0,266.0,West,40.777477,-111.888237,-4114772.0,4647205.0,532433.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_VERMONT,vermont,2009,86320.0,1683034.0,102453.0,1336424.0,244157.0,1661019.0,859433.0,489015.0,49100.0,64170.0,4837.0,6216.0,6237.0,6647.0,7328.0,51133.0,29265.0,91451.0,248.0,293.0,229.0,272.0,Northeast,44.262436,-72.580536,-446113.0,532433.0,86320.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_VIRGINIA,virginia,2009,1235064.0,15251481.0,914507.0,6317714.0,8019260.0,15510318.0,8194237.0,4813706.0,574858.0,1418914.0,30600.0,92281.0,93708.0,92075.0,87839.0,741139.0,381320.0,1245340.0,243.0,286.0,227.0,266.0,South,37.538857,-77.43364,1148744.0,86320.0,1235064.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_WASHINGTON,washington,2009,1035907.0,12025012.0,1385421.0,7146416.0,3493175.0,12240632.0,5984072.0,3464921.0,509407.0,1818982.0,11037.0,74547.0,78270.0,77206.0,83604.0,619803.0,329960.0,1035347.0,242.0,289.0,221.0,267.0,West,47.035805,-122.905014,-199157.0,1235064.0,1035907.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_WEST_VIRGINIA,west_virginia,2009,281908.0,3097212.0,355325.0,1793917.0,947970.0,3121728.0,1759397.0,994305.0,196984.0,157049.0,13894.0,21454.0,20790.0,20516.0,18688.0,164965.0,82349.0,282662.0,233.0,270.0,215.0,255.0,South,38.336246,-81.612328,-753999.0,1035907.0,281908.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Below Average,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Below Average,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Below Average
2009_WISCONSIN,wisconsin,2009,867035.0,10991081.0,1258519.0,4785070.0,4947492.0,10880480.0,5857285.0,3382519.0,473295.0,648807.0,47054.0,61094.0,61242.0,61748.0,71242.0,485288.0,279000.0,872436.0,244.0,288.0,220.0,266.0,Midwest,43.074684,-89.384445,585127.0,281908.0,867035.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Below Average,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2009_WYOMING,wyoming,2009,86971.0,1675761.0,108333.0,945765.0,621663.0,1658156.0,744877.0,482641.0,47165.0,372507.0,534.0,7406.0,6683.0,6606.0,6160.0,53885.0,26330.0,88155.0,242.0,286.0,223.0,268.0,West,41.140259,-104.820236,-780064.0,867035.0,86971.0,"{'min': 219.0, 'max': 252.0, 'mean': 239.52941176470588}",Excellent,"{'min': 202.0, 'max': 234.0, 'mean': 220.2156862745098}",Excellent,"{'min': 254.0, 'max': 299.0, 'mean': 282.4117647058824}",Excellent,"{'min': 242.0, 'max': 274.0, 'mean': 263.29411764705884}",Excellent
2011_ALABAMA,alabama,2011,746933.0,7376725.0,1077070.0,3965614.0,2334041.0,7411768.0,3844055.0,2295909.0,559140.0,564183.0,8282.0,57602.0,56491.0,57919.0,49510.0,461122.0,217615.0,744621.0,231.0,269.0,220.0,258.0,South,32.377716,-86.300568,659554.0,87379.0,746933.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_ALASKA,alaska,2011,131704.0,2357828.0,420152.0,1416163.0,521513.0,2443898.0,1215062.0,908567.0,81031.0,180137.0,2755.0,10453.0,9667.0,9527.0,9918.0,78849.0,39110.0,131167.0,236.0,283.0,208.0,261.0,West,58.301598,-134.420212,-615229.0,746933.0,131704.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_ARIZONA,arizona,2011,946571.0,8429186.0,1245814.0,3054501.0,4128871.0,8610417.0,3977772.0,2935127.0,350633.0,741124.0,8860.0,84433.0,82566.0,81294.0,81179.0,665998.0,320807.0,1080319.0,235.0,279.0,212.0,260.0,West,33.448143,-112.096962,814867.0,131704.0,946571.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_ARKANSAS,arkansas,2011,475551.0,5176362.0,827026.0,3701224.0,648112.0,5669431.0,2559292.0,1655684.0,676591.0,605857.0,14466.0,37305.0,36662.0,36339.0,30441.0,293926.0,136959.0,483114.0,238.0,279.0,217.0,259.0,South,34.746613,-92.288986,-471020.0,946571.0,475551.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_CALIFORNIA,california,2011,6202604.0,70953331.0,9990221.0,37752712.0,23210398.0,69847705.0,34225248.0,20266047.0,3486160.0,6523770.0,73630.0,488070.0,462082.0,467626.0,494144.0,3742708.0,1977069.0,6287834.0,234.0,273.0,211.0,255.0,West,38.576668,-121.493629,5727053.0,475551.0,6202604.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_COLORADO,colorado,2011,834832.0,8747471.0,969288.0,3493923.0,4284260.0,8676451.0,4204486.0,2804955.0,338267.0,827354.0,31091.0,66361.0,64560.0,61156.0,61398.0,513402.0,243411.0,854265.0,244.0,292.0,223.0,271.0,West,39.739227,-104.984856,-5367772.0,6202604.0,834832.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Excellent,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Excellent,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_CONNECTICUT,connecticut,2011,530132.0,9783168.0,796156.0,3185501.0,5801511.0,9439182.0,5363942.0,2844490.0,333756.0,516116.0,16022.0,38840.0,40138.0,42511.0,40677.0,328515.0,171060.0,554437.0,242.0,287.0,227.0,275.0,Northeast,41.764046,-72.682198,-304700.0,834832.0,530132.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Excellent,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Excellent,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_DELAWARE,delaware,2011,119878.0,1759170.0,192182.0,1010026.0,556962.0,1808905.0,964284.0,497158.0,89576.0,182497.0,1402.0,10116.0,9691.0,9569.0,8570.0,79106.0,38322.0,128946.0,240.0,283.0,225.0,266.0,South,39.157307,-75.519722,-410254.0,530132.0,119878.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_DISTRICT_OF_COLUMBIA,district_of_columbia,2011,44199.0,1283071.0,155505.0,0.0,1127566.0,1297175.0,525185.0,389526.0,56132.0,326332.0,10831.0,6358.0,4643.0,4328.0,3190.0,38259.0,17261.0,73911.0,222.0,260.0,201.0,242.0,South,38.8964,-77.0262,-75679.0,119878.0,44199.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_FLORIDA,florida,2011,2636404.0,26453693.0,4710376.0,9069119.0,12674198.0,26991946.0,14284224.0,8077593.0,1637138.0,2217069.0,54938.0,203302.0,195625.0,200378.0,174371.0,1617862.0,792054.0,2668156.0,240.0,278.0,225.0,262.0,South,30.438118,-84.281296,2592205.0,44199.0,2636404.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_GEORGIA,georgia,2011,1666039.0,18030043.0,2267161.0,7492489.0,8270393.0,17187481.0,9671343.0,5005101.0,874605.0,1368395.0,45353.0,133372.0,128827.0,126785.0,98625.0,1032525.0,473766.0,1685016.0,238.0,278.0,221.0,262.0,South,33.749027,-84.388229,-970365.0,2636404.0,1666039.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_HAWAII,hawaii,2011,179601.0,2499513.0,347363.0,2088870.0,63280.0,2259104.0,1253534.0,786284.0,133810.0,85476.0,1492.0,16827.0,14353.0,12783.0,11084.0,112565.0,51598.0,182706.0,239.0,278.0,214.0,257.0,West,21.307442,-157.857376,-1486438.0,1666039.0,179601.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_IDAHO,idaho,2011,265713.0,2089982.0,292602.0,1320153.0,477227.0,1960818.0,1104553.0,613667.0,98963.0,83524.0,1338.0,21901.0,21835.0,21172.0,19423.0,174825.0,81809.0,279873.0,240.0,287.0,221.0,268.0,West,43.617775,-116.199722,86112.0,179601.0,265713.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Excellent,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_ILLINOIS,illinois,2011,2072114.0,29507584.0,2894897.0,10030682.0,16582005.0,28525858.0,14636402.0,9271610.0,922651.0,1884866.0,80723.0,145489.0,151870.0,153828.0,145047.0,1226944.0,629941.0,2083097.0,239.0,283.0,219.0,266.0,Midwest,39.798363,-89.654961,1806401.0,265713.0,2072114.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_INDIANA,indiana,2011,1023220.0,12125155.0,1024389.0,7340384.0,3760382.0,11113533.0,5609296.0,3548729.0,500684.0,843671.0,9540.0,78166.0,78627.0,79586.0,74071.0,636899.0,316160.0,1040765.0,244.0,285.0,221.0,265.0,Midwest,39.768623,-86.162643,-1048894.0,2072114.0,1023220.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Excellent,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Excellent,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_IOWA,iowa,2011,493493.0,6098470.0,596688.0,2537754.0,2964028.0,6057294.0,2995991.0,1638449.0,230237.0,861361.0,26930.0,40187.0,34951.0,35498.0,37069.0,283035.0,145718.0,495870.0,243.0,285.0,221.0,265.0,Midwest,41.591087,-93.603729,-529727.0,1023220.0,493493.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Excellent,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Excellent,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_KANSAS,kansas,2011,482692.0,5538869.0,612100.0,2945175.0,1981594.0,5662146.0,2839803.0,1530694.0,220493.0,851777.0,18110.0,37557.0,35608.0,35291.0,32478.0,287355.0,137455.0,486108.0,246.0,290.0,224.0,267.0,Midwest,39.048191,-95.677956,-10801.0,493493.0,482692.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Excellent,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Excellent,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_KENTUCKY,kentucky,2011,672958.0,7104589.0,1164688.0,3704150.0,2235751.0,7253850.0,3663998.0,2238626.0,426989.0,733357.0,28107.0,52325.0,49894.0,50043.0,43928.0,407678.0,193392.0,681987.0,241.0,282.0,225.0,269.0,South,38.186722,-84.875374,190266.0,482692.0,672958.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Excellent,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
2011_LOUISIANA,louisiana,2011,665109.0,8022917.0,1497262.0,3269321.0,3256334.0,8218870.0,4162557.0,2582814.0,406798.0,809639.0,29422.0,56037.0,58304.0,52289.0,39088.0,433343.0,184588.0,703390.0,231.0,273.0,210.0,255.0,South,30.457069,-91.187393,-7849.0,672958.0,665109.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Below Average,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Below Average,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Below Average,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Below Average
2011_MAINE,maine,2011,186835.0,2654366.0,289290.0,1043281.0,1321795.0,2728535.0,1431522.0,874220.0,145034.0,164850.0,5048.0,13644.0,13533.0,14584.0,14887.0,111354.0,58923.0,188969.0,244.0,289.0,222.0,270.0,Northeast,44.307167,-69.781693,-478274.0,665109.0,186835.0,"{'min': 222.0, 'max': 253.0, 'mean': 240.47058823529412}",Excellent,"{'min': 201.0, 'max': 237.0, 'mean': 220.1764705882353}",Excellent,"{'min': 260.0, 'max': 299.0, 'mean': 283.4901960784314}",Excellent,"{'min': 242.0, 'max': 275.0, 'mean': 264.6666666666667}",Excellent
