primary_key,state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,grades_pk_g,grades_kg_g,grades_4_g,grades_8_g,grades_12_g,grades_1_8_g,grades_9_12_g,grades_all_g,avg_math_4_score,avg_math_8_score,avg_reading_4_score,avg_reading_8_score,region,lat,long,change,start,end,math_stats_g4,math_category_grade4,reading_stats_g4,reading_category_grade4,math_stats_g8,math_category_grade8,reading_stats_g8,reading_category_grade8
2005_OKLAHOMA,oklahoma,2005,629145.0,4892548.0,678448.0,2440741.0,1773359.0,4785987.0,2303527.0,1569038.0,467321.0,397131.0,33418.0,48667.0,44194.0,47812.0,38013.0,372169.0,176683.0,634739.0,234.0,271.0,214.0,260.0,South,35.492207,-97.503342,-1149639.0,1778784.0,629145.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Below Average,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Below Average,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Below Average,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Below Average
2005_OREGON,oregon,2005,550502.0,5022050.0,498217.0,2440758.0,2083075.0,5597579.0,2671228.0,1680005.0,181133.0,364717.0,1049.0,39759.0,42071.0,44046.0,39414.0,338084.0,172185.0,552194.0,238.0,282.0,217.0,263.0,West,44.938461,-123.030403,-78643.0,629145.0,550502.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Below Average,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2005_PENNSYLVANIA,pennsylvania,2005,1755560.0,22657782.0,1750988.0,7667114.0,13239680.0,23183924.0,11284717.0,6638401.0,920319.0,1914407.0,8790.0,127065.0,131236.0,148957.0,135778.0,1089528.0,600857.0,1830684.0,241.0,281.0,223.0,267.0,Northeast,40.264378,-76.883598,1205058.0,550502.0,1755560.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2005_RHODE_ISLAND,rhode_island,2005,153596.0,1903472.0,145957.0,747359.0,1010156.0,1790591.0,1023496.0,616544.0,74850.0,20070.0,1688.0,9580.0,11484.0,12470.0,10587.0,92602.0,49552.0,153422.0,233.0,272.0,216.0,261.0,Northeast,41.830914,-71.414963,-1601964.0,1755560.0,153596.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Below Average,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Below Average,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Below Average,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Below Average
2005_SOUTH_CAROLINA,south_carolina,2005,701176.0,6337711.0,639308.0,2832245.0,2866158.0,6572191.0,3134658.0,1903030.0,342107.0,938347.0,21604.0,52805.0,50408.0,55701.0,40327.0,423621.0,203514.0,701544.0,238.0,281.0,213.0,257.0,South,34.000343,-81.033211,547580.0,153596.0,701176.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Below Average,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Below Average
2005_SOUTH_DAKOTA,south_dakota,2005,124862.0,1053504.0,176738.0,350316.0,526450.0,1059303.0,539413.0,316892.0,46872.0,124727.0,1217.0,9470.0,8883.0,9576.0,8956.0,72843.0,38482.0,122012.0,242.0,287.0,222.0,269.0,Midwest,44.367031,-100.346405,-576314.0,701176.0,124862.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2005_TENNESSEE,tennessee,2005,940769.0,6806262.0,787269.0,2962151.0,3056842.0,7067521.0,4120045.0,1907907.0,378064.0,483208.0,10190.0,76449.0,69773.0,72949.0,56949.0,575580.0,277352.0,953928.0,232.0,271.0,214.0,259.0,South,36.16581,-86.784241,815907.0,124862.0,940769.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Below Average,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Below Average,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Below Average,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Below Average
2005_TEXAS,texas,2005,4334611.0,37783715.0,4095588.0,13017433.0,20670694.0,40302144.0,18950703.0,10963041.0,1883727.0,5592231.0,207967.0,350124.0,329969.0,335824.0,257151.0,2710248.0,1257055.0,4525394.0,242.0,281.0,219.0,258.0,South,30.27467,-97.740349,3393842.0,940769.0,4334611.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Below Average
2005_UTAH,utah,2005,488055.0,3181279.0,326400.0,1729443.0,1125436.0,3188018.0,1632553.0,771298.0,241992.0,467720.0,3933.0,42307.0,38635.0,38463.0,36923.0,311404.0,150786.0,508430.0,239.0,279.0,221.0,262.0,West,40.777477,-111.888237,-3846556.0,4334611.0,488055.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2005_VERMONT,vermont,2005,92819.0,1628681.0,95016.0,1090494.0,443171.0,1634534.0,739981.0,392627.0,36577.0,63280.0,4061.0,6069.0,6549.0,7559.0,7499.0,54532.0,31856.0,96638.0,244.0,287.0,227.0,269.0,Northeast,44.262436,-72.580536,-395236.0,488055.0,92819.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2005_VIRGINIA,virginia,2005,1203697.0,12182657.0,826830.0,4871813.0,6484014.0,12385157.0,6565022.0,3699703.0,510204.0,1180309.0,19868.0,89427.0,88883.0,95716.0,78913.0,732004.0,372317.0,1213616.0,240.0,284.0,226.0,268.0,South,37.538857,-77.43364,1110878.0,92819.0,1203697.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2005_WASHINGTON,washington,2005,1019925.0,9141383.0,796450.0,5588494.0,2756439.0,9399603.0,4629347.0,2692637.0,428619.0,1292543.0,12735.0,72644.0,74401.0,81440.0,76505.0,614103.0,332503.0,1031985.0,242.0,285.0,223.0,265.0,West,47.035805,-122.905014,-183772.0,1203697.0,1019925.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2005_WEST_VIRGINIA,west_virginia,2005,279456.0,2701056.0,329159.0,1607433.0,764464.0,2698703.0,1524187.0,852145.0,174265.0,137026.0,8942.0,21428.0,19999.0,22147.0,18022.0,166618.0,83677.0,280866.0,231.0,269.0,215.0,255.0,South,38.336246,-81.612328,-740469.0,1019925.0,279456.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Below Average,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Below Average,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Below Average,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Below Average
2005_WISCONSIN,wisconsin,2005,869301.0,9584108.0,565072.0,4770290.0,4248746.0,9433502.0,5128207.0,2944041.0,382137.0,472358.0,31218.0,60382.0,59984.0,66985.0,69665.0,492398.0,291176.0,875174.0,241.0,285.0,221.0,266.0,Midwest,43.074684,-89.384445,589845.0,279456.0,869301.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2005_WYOMING,wyoming,2005,84146.0,1132160.0,106484.0,585789.0,439887.0,1033603.0,510498.0,324752.0,29657.0,158464.0,439.0,6381.0,6111.0,6819.0,6079.0,50375.0,27214.0,84409.0,243.0,282.0,223.0,268.0,West,41.140259,-104.820236,-785155.0,869301.0,84146.0,"{'min': 211.0, 'max': 247.0, 'mean': 237.11764705882354}",Excellent,"{'min': 191.0, 'max': 231.0, 'mean': 218.07843137254903}",Excellent,"{'min': 245.0, 'max': 292.0, 'mean': 277.72549019607845}",Excellent,"{'min': 238.0, 'max': 274.0, 'mean': 261.6666666666667}",Excellent
2007_ALABAMA,alabama,2007,743273.0,7069040.0,689072.0,4070949.0,2309019.0,7196459.0,3653466.0,2174210.0,546077.0,687816.0,3592.0,55972.0,57795.0,58792.0,46200.0,466414.0,216941.0,742919.0,229.0,266.0,216.0,252.0,South,32.377716,-86.300568,657118.0,86155.0,743273.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_ALASKA,alaska,2007,132197.0,1800616.0,282270.0,1052357.0,465989.0,1938755.0,927307.0,645857.0,60699.0,257723.0,1679.0,9625.0,9420.0,9953.0,10092.0,77676.0,42049.0,131029.0,237.0,283.0,214.0,259.0,West,58.301598,-134.420212,-611076.0,743273.0,132197.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_ARIZONA,arizona,2007,969875.0,8724434.0,953861.0,4204089.0,3566484.0,8709531.0,3977800.0,2656438.0,403069.0,1436673.0,15854.0,86742.0,82876.0,81196.0,76275.0,668290.0,316376.0,1087447.0,232.0,276.0,210.0,255.0,West,33.448143,-112.096962,837678.0,132197.0,969875.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_ARKANSAS,arkansas,2007,474532.0,4415981.0,483689.0,3319030.0,613262.0,4779308.0,2337748.0,1378576.0,450454.0,470562.0,12795.0,38192.0,35710.0,35944.0,30708.0,288518.0,138921.0,479016.0,238.0,274.0,217.0,258.0,South,34.746613,-92.288986,-495343.0,969875.0,474532.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_CALIFORNIA,california,2007,6288686.0,72516936.0,7200298.0,42333637.0,22983001.0,73225422.0,34685013.0,20655194.0,3467540.0,10058842.0,68002.0,454743.0,467305.0,490054.0,468281.0,3801685.0,2011865.0,6343471.0,230.0,270.0,209.0,251.0,West,38.576668,-121.493629,5814154.0,474532.0,6288686.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_COLORADO,colorado,2007,790211.0,7689014.0,529854.0,3307016.0,3852144.0,8039146.0,3782300.0,2483095.0,286754.0,1083411.0,25649.0,61576.0,59449.0,58396.0,55334.0,478501.0,236141.0,801867.0,240.0,286.0,224.0,266.0,West,39.739227,-104.984856,-5498475.0,6288686.0,790211.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_CONNECTICUT,connecticut,2007,549230.0,8913149.0,386553.0,3299175.0,5227421.0,8685421.0,4610572.0,2503468.0,311943.0,913165.0,14180.0,39889.0,42488.0,43670.0,40927.0,339965.0,176592.0,570626.0,243.0,282.0,227.0,267.0,Northeast,41.764046,-72.682198,-240981.0,790211.0,549230.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_DELAWARE,delaware,2007,114678.0,1694929.0,102114.0,1071957.0,520858.0,1705204.0,825084.0,481610.0,68343.0,245757.0,583.0,8817.0,9085.0,10176.0,7681.0,75619.0,37555.0,122574.0,242.0,283.0,225.0,265.0,South,39.157307,-75.519722,-434552.0,549230.0,114678.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_DISTRICT_OF_COLUMBIA,district_of_columbia,2007,56943.0,1148358.0,134700.0,0.0,1013658.0,1140506.0,491992.0,437772.0,40703.0,167103.0,7146.0,5306.0,4807.0,5182.0,4002.0,40295.0,20242.0,78422.0,214.0,248.0,197.0,241.0,South,38.8964,-77.0262,-57735.0,114678.0,56943.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_FLORIDA,florida,2007,2656176.0,28898362.0,2489027.0,11578932.0,14830403.0,29849892.0,13476109.0,8136539.0,1515095.0,5992654.0,46917.0,197467.0,195859.0,193970.0,169832.0,1611475.0,810952.0,2666811.0,242.0,277.0,224.0,260.0,South,30.438118,-84.281296,2599233.0,56943.0,2656176.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_GEORGIA,georgia,2007,1628409.0,17755989.0,1475463.0,7907177.0,8373349.0,17389530.0,9507096.0,4672304.0,757339.0,2271958.0,39908.0,129791.0,125404.0,124544.0,95443.0,1008878.0,471012.0,1649589.0,235.0,275.0,219.0,259.0,South,33.749027,-84.388229,-1027767.0,2656176.0,1628409.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_HAWAII,hawaii,2007,180728.0,2985593.0,256696.0,2681049.0,47848.0,2199604.0,1177781.0,732536.0,151243.0,138044.0,1531.0,15042.0,13652.0,13420.0,11234.0,108882.0,54246.0,179897.0,234.0,269.0,213.0,251.0,West,21.307442,-157.857376,-1447681.0,1628409.0,180728.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_IDAHO,idaho,2007,262935.0,2011951.0,202977.0,1338182.0,470792.0,1960472.0,1069134.0,590192.0,86738.0,163583.0,2880.0,21295.0,20658.0,20557.0,18598.0,166996.0,80948.0,272119.0,241.0,284.0,223.0,265.0,West,43.617775,-116.199722,82207.0,180728.0,262935.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_ILLINOIS,illinois,2007,2101075.0,23897153.0,1862627.0,7566377.0,14468149.0,23401917.0,11692204.0,7509591.0,834000.0,2082140.0,77843.0,145755.0,152895.0,161310.0,144342.0,1249311.0,639896.0,2112805.0,237.0,280.0,219.0,263.0,Midwest,39.798363,-89.654961,1838140.0,262935.0,2101075.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_INDIANA,indiana,2007,1034588.0,10458932.0,765168.0,5224450.0,4469314.0,11462062.0,5511104.0,3351081.0,448190.0,887670.0,10755.0,75445.0,78204.0,80850.0,71755.0,643350.0,317214.0,1046764.0,245.0,285.0,222.0,264.0,Midwest,39.768623,-86.162643,-1066487.0,2101075.0,1034588.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_IOWA,iowa,2007,483122.0,5194536.0,390585.0,2279228.0,2524723.0,5198975.0,2557629.0,1480218.0,221002.0,647628.0,12487.0,37819.0,34590.0,36040.0,39114.0,279198.0,155611.0,485115.0,243.0,285.0,225.0,267.0,Midwest,41.591087,-93.603729,-551466.0,1034588.0,483122.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_KANSAS,kansas,2007,468974.0,5038100.0,346441.0,2889107.0,1802552.0,4823931.0,2602503.0,1418802.0,199749.0,427238.0,13477.0,35471.0,34383.0,34572.0,33149.0,276250.0,140893.0,468295.0,248.0,290.0,225.0,267.0,Midwest,39.048191,-95.677956,-14148.0,483122.0,468974.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_KENTUCKY,kentucky,2007,646360.0,6226696.0,677570.0,3557084.0,1992042.0,6351636.0,3184235.0,1877438.0,371495.0,755710.0,17985.0,49986.0,49250.0,49723.0,41958.0,401215.0,196772.0,666225.0,235.0,279.0,222.0,262.0,South,38.186722,-84.875374,177386.0,468974.0,646360.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_LOUISIANA,louisiana,2007,662302.0,7048732.0,1234006.0,2911249.0,2903477.0,6657341.0,3430268.0,2140586.0,363037.0,618284.0,26631.0,53062.0,56201.0,51355.0,37806.0,419856.0,181489.0,681038.0,230.0,272.0,207.0,253.0,South,30.457069,-91.187393,15942.0,646360.0,662302.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_MAINE,maine,2007,193539.0,2538161.0,198101.0,1081891.0,1258169.0,2501127.0,1459635.0,710785.0,111153.0,91361.0,2635.0,13710.0,14238.0,15334.0,16322.0,114397.0,65503.0,196245.0,242.0,286.0,226.0,270.0,Northeast,44.307167,-69.781693,-468763.0,662302.0,193539.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_MARYLAND,maryland,2007,851640.0,11674965.0,661677.0,4684827.0,6328461.0,11541225.0,6031042.0,3503877.0,474728.0,1170502.0,27179.0,59455.0,60281.0,65088.0,61767.0,489845.0,269221.0,845700.0,240.0,286.0,225.0,265.0,South,38.978764,-76.490936,658101.0,193539.0,851640.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_MASSACHUSETTS,massachusetts,2007,945070.0,14407777.0,754202.0,6485380.0,7168195.0,14315518.0,8053653.0,4248353.0,422102.0,951016.0,25853.0,67900.0,71443.0,73318.0,68757.0,572523.0,296032.0,962958.0,252.0,298.0,236.0,273.0,Northeast,42.358162,-71.063698,93430.0,851640.0,945070.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_MICHIGAN,michigan,2007,1686473.0,20576110.0,1541818.0,11383198.0,7651094.0,19839838.0,9608836.0,6721838.0,871870.0,1629007.0,27207.0,125592.0,118931.0,126608.0,126380.0,970882.0,549291.0,1692739.0,238.0,277.0,220.0,260.0,Midwest,42.733635,-84.555328,741403.0,945070.0,1686473.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_MINNESOTA,minnesota,2007,810104.0,9693509.0,546297.0,6267386.0,2879826.0,10030105.0,5048143.0,2405182.0,730882.0,1074228.0,12795.0,60140.0,59431.0,63189.0,74749.0,485245.0,279398.0,837578.0,247.0,292.0,225.0,268.0,Midwest,44.955097,-93.102211,-876369.0,1686473.0,810104.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_MISSISSIPPI,mississippi,2007,494135.0,4220926.0,712846.0,2214700.0,1293380.0,4158733.0,2160396.0,1296685.0,251539.0,379581.0,2805.0,38662.0,37274.0,37948.0,27688.0,306944.0,137033.0,494122.0,228.0,265.0,208.0,250.0,South,32.303848,-90.182106,-315969.0,810104.0,494135.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Below Average,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Below Average,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Below Average
2007_MISSOURI,missouri,2007,910142.0,8908844.0,730811.0,3641310.0,4536723.0,9245525.0,4743390.0,2738098.0,485391.0,925265.0,22691.0,67314.0,67996.0,68636.0,65443.0,541741.0,285442.0,917188.0,239.0,281.0,221.0,263.0,Midwest,38.579201,-92.172935,416007.0,494135.0,910142.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_MONTANA,montana,2007,144258.0,1474306.0,190631.0,702476.0,581199.0,1442434.0,793711.0,463422.0,58824.0,100592.0,539.0,10601.0,10503.0,11180.0,11057.0,85165.0,46448.0,142823.0,244.0,287.0,227.0,271.0,West,46.585709,-112.018417,-765884.0,910142.0,144258.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Excellent,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
2007_NEBRASKA,nebraska,2007,287135.0,3234014.0,298196.0,992032.0,1943786.0,3117931.0,1673992.0,845739.0,131267.0,378827.0,10091.0,22588.0,20519.0,21047.0,22400.0,167416.0,91149.0,291244.0,238.0,284.0,223.0,267.0,Midwest,40.808075,-96.699654,142877.0,144258.0,287135.0,"{'min': 214.0, 'max': 252.0, 'mean': 239.1764705882353}",Below Average,"{'min': 197.0, 'max': 236.0, 'mean': 220.37254901960785}",Excellent,"{'min': 248.0, 'max': 298.0, 'mean': 280.6862745098039}",Excellent,"{'min': 241.0, 'max': 273.0, 'mean': 262.05882352941177}",Excellent
